DATETIMESTAMP,DATE_SQL,DATETIME_SAP,DATE_SAP,YEAR,QUARTER,MONTH,WEEK,WEEK_YEAR,DAY_OF_WEEK,DAY,HOUR,MINUTE,SECOND,CALQUARTER,CALMONTH,CALWEEK,YEAR_INT,QUARTER_INT,MONTH_INT,WEEK_INT,WEEK_YEAR_INT,DAY_OF_WEEK_INT,DAY_INT,HOUR_INT,MINUTE_INT,SECOND_INT,MONTH_LAST_DAY,TZNTSTMPS,TZNTSTMPL
2019-07-21 00:00:00.000000000,2019-07-21,20190721000000,20190721,2019,03,07,30,2019,06,21,00,00,00,20193,201907,201930,2019,3,7,30,2019,6,21,0,0,0,0,20190721000000,20190721000000.0000000
2019-07-22 00:00:00.000000000,2019-07-22,20190722000000,20190722,2019,03,07,30,2019,00,22,00,00,00,20193,201907,201930,2019,3,7,30,2019,0,22,0,0,0,0,20190722000000,20190722000000.0000000
2019-07-23 00:00:00.000000000,2019-07-23,20190723000000,20190723,2019,03,07,30,2019,01,23,00,00,00,20193,201907,201930,2019,3,7,30,2019,1,23,0,0,0,0,20190723000000,20190723000000.0000000
2019-07-24 00:00:00.000000000,2019-07-24,20190724000000,20190724,2019,03,07,30,2019,02,24,00,00,00,20193,201907,201930,2019,3,7,30,2019,2,24,0,0,0,0,20190724000000,20190724000000.0000000
2019-07-25 00:00:00.000000000,2019-07-25,20190725000000,20190725,2019,03,07,30,2019,03,25,00,00,00,20193,201907,201930,2019,3,7,30,2019,3,25,0,0,0,0,20190725000000,20190725000000.0000000
2019-07-26 00:00:00.000000000,2019-07-26,20190726000000,20190726,2019,03,07,30,2019,04,26,00,00,00,20193,201907,201930,2019,3,7,30,2019,4,26,0,0,0,0,20190726000000,20190726000000.0000000
2019-07-27 00:00:00.000000000,2019-07-27,20190727000000,20190727,2019,03,07,30,2019,05,27,00,00,00,20193,201907,201930,2019,3,7,30,2019,5,27,0,0,0,0,20190727000000,20190727000000.0000000
2019-07-28 00:00:00.000000000,2019-07-28,20190728000000,20190728,2019,03,07,31,2019,06,28,00,00,00,20193,201907,201931,2019,3,7,31,2019,6,28,0,0,0,0,20190728000000,20190728000000.0000000
2019-07-29 00:00:00.000000000,2019-07-29,20190729000000,20190729,2019,03,07,31,2019,00,29,00,00,00,20193,201907,201931,2019,3,7,31,2019,0,29,0,0,0,0,20190729000000,20190729000000.0000000
2019-07-30 00:00:00.000000000,2019-07-30,20190730000000,20190730,2019,03,07,31,2019,01,30,00,00,00,20193,201907,201931,2019,3,7,31,2019,1,30,0,0,0,0,20190730000000,20190730000000.0000000
2019-07-31 00:00:00.000000000,2019-07-31,20190731000000,20190731,2019,03,07,31,2019,02,31,00,00,00,20193,201907,201931,2019,3,7,31,2019,2,31,0,0,0,1,20190731000000,20190731000000.0000000
2019-08-01 00:00:00.000000000,2019-08-01,20190801000000,20190801,2019,03,08,31,2019,03,01,00,00,00,20193,201908,201931,2019,3,8,31,2019,3,1,0,0,0,0,20190801000000,20190801000000.0000000
2019-08-02 00:00:00.000000000,2019-08-02,20190802000000,20190802,2019,03,08,31,2019,04,02,00,00,00,20193,201908,201931,2019,3,8,31,2019,4,2,0,0,0,0,20190802000000,20190802000000.0000000
2019-08-03 00:00:00.000000000,2019-08-03,20190803000000,20190803,2019,03,08,31,2019,05,03,00,00,00,20193,201908,201931,2019,3,8,31,2019,5,3,0,0,0,0,20190803000000,20190803000000.0000000
2019-08-04 00:00:00.000000000,2019-08-04,20190804000000,20190804,2019,03,08,32,2019,06,04,00,00,00,20193,201908,201932,2019,3,8,32,2019,6,4,0,0,0,0,20190804000000,20190804000000.0000000
2019-08-05 00:00:00.000000000,2019-08-05,20190805000000,20190805,2019,03,08,32,2019,00,05,00,00,00,20193,201908,201932,2019,3,8,32,2019,0,5,0,0,0,0,20190805000000,20190805000000.0000000
2019-08-06 00:00:00.000000000,2019-08-06,20190806000000,20190806,2019,03,08,32,2019,01,06,00,00,00,20193,201908,201932,2019,3,8,32,2019,1,6,0,0,0,0,20190806000000,20190806000000.0000000
2019-08-07 00:00:00.000000000,2019-08-07,20190807000000,20190807,2019,03,08,32,2019,02,07,00,00,00,20193,201908,201932,2019,3,8,32,2019,2,7,0,0,0,0,20190807000000,20190807000000.0000000
2019-08-08 00:00:00.000000000,2019-08-08,20190808000000,20190808,2019,03,08,32,2019,03,08,00,00,00,20193,201908,201932,2019,3,8,32,2019,3,8,0,0,0,0,20190808000000,20190808000000.0000000
2019-08-09 00:00:00.000000000,2019-08-09,20190809000000,20190809,2019,03,08,32,2019,04,09,00,00,00,20193,201908,201932,2019,3,8,32,2019,4,9,0,0,0,0,20190809000000,20190809000000.0000000
2019-08-10 00:00:00.000000000,2019-08-10,20190810000000,20190810,2019,03,08,32,2019,05,10,00,00,00,20193,201908,201932,2019,3,8,32,2019,5,10,0,0,0,0,20190810000000,20190810000000.0000000
2019-08-11 00:00:00.000000000,2019-08-11,20190811000000,20190811,2019,03,08,33,2019,06,11,00,00,00,20193,201908,201933,2019,3,8,33,2019,6,11,0,0,0,0,20190811000000,20190811000000.0000000
2019-08-12 00:00:00.000000000,2019-08-12,20190812000000,20190812,2019,03,08,33,2019,00,12,00,00,00,20193,201908,201933,2019,3,8,33,2019,0,12,0,0,0,0,20190812000000,20190812000000.0000000
2019-08-13 00:00:00.000000000,2019-08-13,20190813000000,20190813,2019,03,08,33,2019,01,13,00,00,00,20193,201908,201933,2019,3,8,33,2019,1,13,0,0,0,0,20190813000000,20190813000000.0000000
2019-08-14 00:00:00.000000000,2019-08-14,20190814000000,20190814,2019,03,08,33,2019,02,14,00,00,00,20193,201908,201933,2019,3,8,33,2019,2,14,0,0,0,0,20190814000000,20190814000000.0000000
2019-08-15 00:00:00.000000000,2019-08-15,20190815000000,20190815,2019,03,08,33,2019,03,15,00,00,00,20193,201908,201933,2019,3,8,33,2019,3,15,0,0,0,0,20190815000000,20190815000000.0000000
2019-08-16 00:00:00.000000000,2019-08-16,20190816000000,20190816,2019,03,08,33,2019,04,16,00,00,00,20193,201908,201933,2019,3,8,33,2019,4,16,0,0,0,0,20190816000000,20190816000000.0000000
2019-08-17 00:00:00.000000000,2019-08-17,20190817000000,20190817,2019,03,08,33,2019,05,17,00,00,00,20193,201908,201933,2019,3,8,33,2019,5,17,0,0,0,0,20190817000000,20190817000000.0000000
2019-08-18 00:00:00.000000000,2019-08-18,20190818000000,20190818,2019,03,08,34,2019,06,18,00,00,00,20193,201908,201934,2019,3,8,34,2019,6,18,0,0,0,0,20190818000000,20190818000000.0000000
2019-08-19 00:00:00.000000000,2019-08-19,20190819000000,20190819,2019,03,08,34,2019,00,19,00,00,00,20193,201908,201934,2019,3,8,34,2019,0,19,0,0,0,0,20190819000000,20190819000000.0000000
2019-08-20 00:00:00.000000000,2019-08-20,20190820000000,20190820,2019,03,08,34,2019,01,20,00,00,00,20193,201908,201934,2019,3,8,34,2019,1,20,0,0,0,0,20190820000000,20190820000000.0000000
2019-08-21 00:00:00.000000000,2019-08-21,20190821000000,20190821,2019,03,08,34,2019,02,21,00,00,00,20193,201908,201934,2019,3,8,34,2019,2,21,0,0,0,0,20190821000000,20190821000000.0000000
2019-08-22 00:00:00.000000000,2019-08-22,20190822000000,20190822,2019,03,08,34,2019,03,22,00,00,00,20193,201908,201934,2019,3,8,34,2019,3,22,0,0,0,0,20190822000000,20190822000000.0000000
2019-08-23 00:00:00.000000000,2019-08-23,20190823000000,20190823,2019,03,08,34,2019,04,23,00,00,00,20193,201908,201934,2019,3,8,34,2019,4,23,0,0,0,0,20190823000000,20190823000000.0000000
2019-08-24 00:00:00.000000000,2019-08-24,20190824000000,20190824,2019,03,08,34,2019,05,24,00,00,00,20193,201908,201934,2019,3,8,34,2019,5,24,0,0,0,0,20190824000000,20190824000000.0000000
2019-08-25 00:00:00.000000000,2019-08-25,20190825000000,20190825,2019,03,08,35,2019,06,25,00,00,00,20193,201908,201935,2019,3,8,35,2019,6,25,0,0,0,0,20190825000000,20190825000000.0000000
2019-08-26 00:00:00.000000000,2019-08-26,20190826000000,20190826,2019,03,08,35,2019,00,26,00,00,00,20193,201908,201935,2019,3,8,35,2019,0,26,0,0,0,0,20190826000000,20190826000000.0000000
2019-08-27 00:00:00.000000000,2019-08-27,20190827000000,20190827,2019,03,08,35,2019,01,27,00,00,00,20193,201908,201935,2019,3,8,35,2019,1,27,0,0,0,0,20190827000000,20190827000000.0000000
2019-08-28 00:00:00.000000000,2019-08-28,20190828000000,20190828,2019,03,08,35,2019,02,28,00,00,00,20193,201908,201935,2019,3,8,35,2019,2,28,0,0,0,0,20190828000000,20190828000000.0000000
2019-08-29 00:00:00.000000000,2019-08-29,20190829000000,20190829,2019,03,08,35,2019,03,29,00,00,00,20193,201908,201935,2019,3,8,35,2019,3,29,0,0,0,0,20190829000000,20190829000000.0000000
2019-08-30 00:00:00.000000000,2019-08-30,20190830000000,20190830,2019,03,08,35,2019,04,30,00,00,00,20193,201908,201935,2019,3,8,35,2019,4,30,0,0,0,0,20190830000000,20190830000000.0000000
2019-08-31 00:00:00.000000000,2019-08-31,20190831000000,20190831,2019,03,08,35,2019,05,31,00,00,00,20193,201908,201935,2019,3,8,35,2019,5,31,0,0,0,1,20190831000000,20190831000000.0000000
2019-09-01 00:00:00.000000000,2019-09-01,20190901000000,20190901,2019,03,09,36,2019,06,01,00,00,00,20193,201909,201936,2019,3,9,36,2019,6,1,0,0,0,0,20190901000000,20190901000000.0000000
2019-09-02 00:00:00.000000000,2019-09-02,20190902000000,20190902,2019,03,09,36,2019,00,02,00,00,00,20193,201909,201936,2019,3,9,36,2019,0,2,0,0,0,0,20190902000000,20190902000000.0000000
2019-09-03 00:00:00.000000000,2019-09-03,20190903000000,20190903,2019,03,09,36,2019,01,03,00,00,00,20193,201909,201936,2019,3,9,36,2019,1,3,0,0,0,0,20190903000000,20190903000000.0000000
2019-09-04 00:00:00.000000000,2019-09-04,20190904000000,20190904,2019,03,09,36,2019,02,04,00,00,00,20193,201909,201936,2019,3,9,36,2019,2,4,0,0,0,0,20190904000000,20190904000000.0000000
2019-09-05 00:00:00.000000000,2019-09-05,20190905000000,20190905,2019,03,09,36,2019,03,05,00,00,00,20193,201909,201936,2019,3,9,36,2019,3,5,0,0,0,0,20190905000000,20190905000000.0000000
2019-09-06 00:00:00.000000000,2019-09-06,20190906000000,20190906,2019,03,09,36,2019,04,06,00,00,00,20193,201909,201936,2019,3,9,36,2019,4,6,0,0,0,0,20190906000000,20190906000000.0000000
2019-09-07 00:00:00.000000000,2019-09-07,20190907000000,20190907,2019,03,09,36,2019,05,07,00,00,00,20193,201909,201936,2019,3,9,36,2019,5,7,0,0,0,0,20190907000000,20190907000000.0000000
2019-09-08 00:00:00.000000000,2019-09-08,20190908000000,20190908,2019,03,09,37,2019,06,08,00,00,00,20193,201909,201937,2019,3,9,37,2019,6,8,0,0,0,0,20190908000000,20190908000000.0000000
2019-09-09 00:00:00.000000000,2019-09-09,20190909000000,20190909,2019,03,09,37,2019,00,09,00,00,00,20193,201909,201937,2019,3,9,37,2019,0,9,0,0,0,0,20190909000000,20190909000000.0000000
2019-09-10 00:00:00.000000000,2019-09-10,20190910000000,20190910,2019,03,09,37,2019,01,10,00,00,00,20193,201909,201937,2019,3,9,37,2019,1,10,0,0,0,0,20190910000000,20190910000000.0000000
2019-09-11 00:00:00.000000000,2019-09-11,20190911000000,20190911,2019,03,09,37,2019,02,11,00,00,00,20193,201909,201937,2019,3,9,37,2019,2,11,0,0,0,0,20190911000000,20190911000000.0000000
2019-09-12 00:00:00.000000000,2019-09-12,20190912000000,20190912,2019,03,09,37,2019,03,12,00,00,00,20193,201909,201937,2019,3,9,37,2019,3,12,0,0,0,0,20190912000000,20190912000000.0000000
2019-09-13 00:00:00.000000000,2019-09-13,20190913000000,20190913,2019,03,09,37,2019,04,13,00,00,00,20193,201909,201937,2019,3,9,37,2019,4,13,0,0,0,0,20190913000000,20190913000000.0000000
2019-09-14 00:00:00.000000000,2019-09-14,20190914000000,20190914,2019,03,09,37,2019,05,14,00,00,00,20193,201909,201937,2019,3,9,37,2019,5,14,0,0,0,0,20190914000000,20190914000000.0000000
2019-09-15 00:00:00.000000000,2019-09-15,20190915000000,20190915,2019,03,09,38,2019,06,15,00,00,00,20193,201909,201938,2019,3,9,38,2019,6,15,0,0,0,0,20190915000000,20190915000000.0000000
2019-09-16 00:00:00.000000000,2019-09-16,20190916000000,20190916,2019,03,09,38,2019,00,16,00,00,00,20193,201909,201938,2019,3,9,38,2019,0,16,0,0,0,0,20190916000000,20190916000000.0000000
2019-09-17 00:00:00.000000000,2019-09-17,20190917000000,20190917,2019,03,09,38,2019,01,17,00,00,00,20193,201909,201938,2019,3,9,38,2019,1,17,0,0,0,0,20190917000000,20190917000000.0000000
2019-09-18 00:00:00.000000000,2019-09-18,20190918000000,20190918,2019,03,09,38,2019,02,18,00,00,00,20193,201909,201938,2019,3,9,38,2019,2,18,0,0,0,0,20190918000000,20190918000000.0000000
2019-09-19 00:00:00.000000000,2019-09-19,20190919000000,20190919,2019,03,09,38,2019,03,19,00,00,00,20193,201909,201938,2019,3,9,38,2019,3,19,0,0,0,0,20190919000000,20190919000000.0000000
2019-09-20 00:00:00.000000000,2019-09-20,20190920000000,20190920,2019,03,09,38,2019,04,20,00,00,00,20193,201909,201938,2019,3,9,38,2019,4,20,0,0,0,0,20190920000000,20190920000000.0000000
2019-09-21 00:00:00.000000000,2019-09-21,20190921000000,20190921,2019,03,09,38,2019,05,21,00,00,00,20193,201909,201938,2019,3,9,38,2019,5,21,0,0,0,0,20190921000000,20190921000000.0000000
2019-09-22 00:00:00.000000000,2019-09-22,20190922000000,20190922,2019,03,09,39,2019,06,22,00,00,00,20193,201909,201939,2019,3,9,39,2019,6,22,0,0,0,0,20190922000000,20190922000000.0000000
2019-09-23 00:00:00.000000000,2019-09-23,20190923000000,20190923,2019,03,09,39,2019,00,23,00,00,00,20193,201909,201939,2019,3,9,39,2019,0,23,0,0,0,0,20190923000000,20190923000000.0000000
2019-09-24 00:00:00.000000000,2019-09-24,20190924000000,20190924,2019,03,09,39,2019,01,24,00,00,00,20193,201909,201939,2019,3,9,39,2019,1,24,0,0,0,0,20190924000000,20190924000000.0000000
2019-09-25 00:00:00.000000000,2019-09-25,20190925000000,20190925,2019,03,09,39,2019,02,25,00,00,00,20193,201909,201939,2019,3,9,39,2019,2,25,0,0,0,0,20190925000000,20190925000000.0000000
2019-09-26 00:00:00.000000000,2019-09-26,20190926000000,20190926,2019,03,09,39,2019,03,26,00,00,00,20193,201909,201939,2019,3,9,39,2019,3,26,0,0,0,0,20190926000000,20190926000000.0000000
2019-09-27 00:00:00.000000000,2019-09-27,20190927000000,20190927,2019,03,09,39,2019,04,27,00,00,00,20193,201909,201939,2019,3,9,39,2019,4,27,0,0,0,0,20190927000000,20190927000000.0000000
2019-09-28 00:00:00.000000000,2019-09-28,20190928000000,20190928,2019,03,09,39,2019,05,28,00,00,00,20193,201909,201939,2019,3,9,39,2019,5,28,0,0,0,0,20190928000000,20190928000000.0000000
2019-09-29 00:00:00.000000000,2019-09-29,20190929000000,20190929,2019,03,09,40,2019,06,29,00,00,00,20193,201909,201940,2019,3,9,40,2019,6,29,0,0,0,0,20190929000000,20190929000000.0000000
2019-09-30 00:00:00.000000000,2019-09-30,20190930000000,20190930,2019,03,09,40,2019,00,30,00,00,00,20193,201909,201940,2019,3,9,40,2019,0,30,0,0,0,1,20190930000000,20190930000000.0000000
2019-10-01 00:00:00.000000000,2019-10-01,20191001000000,20191001,2019,04,10,40,2019,01,01,00,00,00,20194,201910,201940,2019,4,10,40,2019,1,1,0,0,0,0,20191001000000,20191001000000.0000000
2019-10-02 00:00:00.000000000,2019-10-02,20191002000000,20191002,2019,04,10,40,2019,02,02,00,00,00,20194,201910,201940,2019,4,10,40,2019,2,2,0,0,0,0,20191002000000,20191002000000.0000000
2019-10-03 00:00:00.000000000,2019-10-03,20191003000000,20191003,2019,04,10,40,2019,03,03,00,00,00,20194,201910,201940,2019,4,10,40,2019,3,3,0,0,0,0,20191003000000,20191003000000.0000000
2019-10-04 00:00:00.000000000,2019-10-04,20191004000000,20191004,2019,04,10,40,2019,04,04,00,00,00,20194,201910,201940,2019,4,10,40,2019,4,4,0,0,0,0,20191004000000,20191004000000.0000000
2019-10-05 00:00:00.000000000,2019-10-05,20191005000000,20191005,2019,04,10,40,2019,05,05,00,00,00,20194,201910,201940,2019,4,10,40,2019,5,5,0,0,0,0,20191005000000,20191005000000.0000000
2019-10-06 00:00:00.000000000,2019-10-06,20191006000000,20191006,2019,04,10,41,2019,06,06,00,00,00,20194,201910,201941,2019,4,10,41,2019,6,6,0,0,0,0,20191006000000,20191006000000.0000000
2019-10-07 00:00:00.000000000,2019-10-07,20191007000000,20191007,2019,04,10,41,2019,00,07,00,00,00,20194,201910,201941,2019,4,10,41,2019,0,7,0,0,0,0,20191007000000,20191007000000.0000000
2019-10-08 00:00:00.000000000,2019-10-08,20191008000000,20191008,2019,04,10,41,2019,01,08,00,00,00,20194,201910,201941,2019,4,10,41,2019,1,8,0,0,0,0,20191008000000,20191008000000.0000000
2019-10-09 00:00:00.000000000,2019-10-09,20191009000000,20191009,2019,04,10,41,2019,02,09,00,00,00,20194,201910,201941,2019,4,10,41,2019,2,9,0,0,0,0,20191009000000,20191009000000.0000000
2019-10-10 00:00:00.000000000,2019-10-10,20191010000000,20191010,2019,04,10,41,2019,03,10,00,00,00,20194,201910,201941,2019,4,10,41,2019,3,10,0,0,0,0,20191010000000,20191010000000.0000000
2019-10-11 00:00:00.000000000,2019-10-11,20191011000000,20191011,2019,04,10,41,2019,04,11,00,00,00,20194,201910,201941,2019,4,10,41,2019,4,11,0,0,0,0,20191011000000,20191011000000.0000000
2019-10-12 00:00:00.000000000,2019-10-12,20191012000000,20191012,2019,04,10,41,2019,05,12,00,00,00,20194,201910,201941,2019,4,10,41,2019,5,12,0,0,0,0,20191012000000,20191012000000.0000000
2019-10-13 00:00:00.000000000,2019-10-13,20191013000000,20191013,2019,04,10,42,2019,06,13,00,00,00,20194,201910,201942,2019,4,10,42,2019,6,13,0,0,0,0,20191013000000,20191013000000.0000000
2019-10-14 00:00:00.000000000,2019-10-14,20191014000000,20191014,2019,04,10,42,2019,00,14,00,00,00,20194,201910,201942,2019,4,10,42,2019,0,14,0,0,0,0,20191014000000,20191014000000.0000000
2019-10-15 00:00:00.000000000,2019-10-15,20191015000000,20191015,2019,04,10,42,2019,01,15,00,00,00,20194,201910,201942,2019,4,10,42,2019,1,15,0,0,0,0,20191015000000,20191015000000.0000000
2019-10-16 00:00:00.000000000,2019-10-16,20191016000000,20191016,2019,04,10,42,2019,02,16,00,00,00,20194,201910,201942,2019,4,10,42,2019,2,16,0,0,0,0,20191016000000,20191016000000.0000000
2019-10-17 00:00:00.000000000,2019-10-17,20191017000000,20191017,2019,04,10,42,2019,03,17,00,00,00,20194,201910,201942,2019,4,10,42,2019,3,17,0,0,0,0,20191017000000,20191017000000.0000000
2019-10-18 00:00:00.000000000,2019-10-18,20191018000000,20191018,2019,04,10,42,2019,04,18,00,00,00,20194,201910,201942,2019,4,10,42,2019,4,18,0,0,0,0,20191018000000,20191018000000.0000000
2019-10-19 00:00:00.000000000,2019-10-19,20191019000000,20191019,2019,04,10,42,2019,05,19,00,00,00,20194,201910,201942,2019,4,10,42,2019,5,19,0,0,0,0,20191019000000,20191019000000.0000000
2019-10-20 00:00:00.000000000,2019-10-20,20191020000000,20191020,2019,04,10,43,2019,06,20,00,00,00,20194,201910,201943,2019,4,10,43,2019,6,20,0,0,0,0,20191020000000,20191020000000.0000000
2019-10-21 00:00:00.000000000,2019-10-21,20191021000000,20191021,2019,04,10,43,2019,00,21,00,00,00,20194,201910,201943,2019,4,10,43,2019,0,21,0,0,0,0,20191021000000,20191021000000.0000000
2019-10-22 00:00:00.000000000,2019-10-22,20191022000000,20191022,2019,04,10,43,2019,01,22,00,00,00,20194,201910,201943,2019,4,10,43,2019,1,22,0,0,0,0,20191022000000,20191022000000.0000000
2019-10-23 00:00:00.000000000,2019-10-23,20191023000000,20191023,2019,04,10,43,2019,02,23,00,00,00,20194,201910,201943,2019,4,10,43,2019,2,23,0,0,0,0,20191023000000,20191023000000.0000000
2019-10-24 00:00:00.000000000,2019-10-24,20191024000000,20191024,2019,04,10,43,2019,03,24,00,00,00,20194,201910,201943,2019,4,10,43,2019,3,24,0,0,0,0,20191024000000,20191024000000.0000000
2019-10-25 00:00:00.000000000,2019-10-25,20191025000000,20191025,2019,04,10,43,2019,04,25,00,00,00,20194,201910,201943,2019,4,10,43,2019,4,25,0,0,0,0,20191025000000,20191025000000.0000000
2019-10-26 00:00:00.000000000,2019-10-26,20191026000000,20191026,2019,04,10,43,2019,05,26,00,00,00,20194,201910,201943,2019,4,10,43,2019,5,26,0,0,0,0,20191026000000,20191026000000.0000000
2019-10-27 00:00:00.000000000,2019-10-27,20191027000000,20191027,2019,04,10,44,2019,06,27,00,00,00,20194,201910,201944,2019,4,10,44,2019,6,27,0,0,0,0,20191027000000,20191027000000.0000000
2019-10-28 00:00:00.000000000,2019-10-28,20191028000000,20191028,2019,04,10,44,2019,00,28,00,00,00,20194,201910,201944,2019,4,10,44,2019,0,28,0,0,0,0,20191028000000,20191028000000.0000000
2019-10-29 00:00:00.000000000,2019-10-29,20191029000000,20191029,2019,04,10,44,2019,01,29,00,00,00,20194,201910,201944,2019,4,10,44,2019,1,29,0,0,0,0,20191029000000,20191029000000.0000000
2019-10-30 00:00:00.000000000,2019-10-30,20191030000000,20191030,2019,04,10,44,2019,02,30,00,00,00,20194,201910,201944,2019,4,10,44,2019,2,30,0,0,0,0,20191030000000,20191030000000.0000000
2019-10-31 00:00:00.000000000,2019-10-31,20191031000000,20191031,2019,04,10,44,2019,03,31,00,00,00,20194,201910,201944,2019,4,10,44,2019,3,31,0,0,0,1,20191031000000,20191031000000.0000000
2019-11-01 00:00:00.000000000,2019-11-01,20191101000000,20191101,2019,04,11,44,2019,04,01,00,00,00,20194,201911,201944,2019,4,11,44,2019,4,1,0,0,0,0,20191101000000,20191101000000.0000000
2019-11-02 00:00:00.000000000,2019-11-02,20191102000000,20191102,2019,04,11,44,2019,05,02,00,00,00,20194,201911,201944,2019,4,11,44,2019,5,2,0,0,0,0,20191102000000,20191102000000.0000000
2019-11-03 00:00:00.000000000,2019-11-03,20191103000000,20191103,2019,04,11,45,2019,06,03,00,00,00,20194,201911,201945,2019,4,11,45,2019,6,3,0,0,0,0,20191103000000,20191103000000.0000000
2019-11-04 00:00:00.000000000,2019-11-04,20191104000000,20191104,2019,04,11,45,2019,00,04,00,00,00,20194,201911,201945,2019,4,11,45,2019,0,4,0,0,0,0,20191104000000,20191104000000.0000000
2019-11-05 00:00:00.000000000,2019-11-05,20191105000000,20191105,2019,04,11,45,2019,01,05,00,00,00,20194,201911,201945,2019,4,11,45,2019,1,5,0,0,0,0,20191105000000,20191105000000.0000000
2019-11-06 00:00:00.000000000,2019-11-06,20191106000000,20191106,2019,04,11,45,2019,02,06,00,00,00,20194,201911,201945,2019,4,11,45,2019,2,6,0,0,0,0,20191106000000,20191106000000.0000000
2019-11-07 00:00:00.000000000,2019-11-07,20191107000000,20191107,2019,04,11,45,2019,03,07,00,00,00,20194,201911,201945,2019,4,11,45,2019,3,7,0,0,0,0,20191107000000,20191107000000.0000000
2019-11-08 00:00:00.000000000,2019-11-08,20191108000000,20191108,2019,04,11,45,2019,04,08,00,00,00,20194,201911,201945,2019,4,11,45,2019,4,8,0,0,0,0,20191108000000,20191108000000.0000000
2019-11-09 00:00:00.000000000,2019-11-09,20191109000000,20191109,2019,04,11,45,2019,05,09,00,00,00,20194,201911,201945,2019,4,11,45,2019,5,9,0,0,0,0,20191109000000,20191109000000.0000000
2019-11-10 00:00:00.000000000,2019-11-10,20191110000000,20191110,2019,04,11,46,2019,06,10,00,00,00,20194,201911,201946,2019,4,11,46,2019,6,10,0,0,0,0,20191110000000,20191110000000.0000000
2019-11-11 00:00:00.000000000,2019-11-11,20191111000000,20191111,2019,04,11,46,2019,00,11,00,00,00,20194,201911,201946,2019,4,11,46,2019,0,11,0,0,0,0,20191111000000,20191111000000.0000000
2019-11-12 00:00:00.000000000,2019-11-12,20191112000000,20191112,2019,04,11,46,2019,01,12,00,00,00,20194,201911,201946,2019,4,11,46,2019,1,12,0,0,0,0,20191112000000,20191112000000.0000000
2019-11-13 00:00:00.000000000,2019-11-13,20191113000000,20191113,2019,04,11,46,2019,02,13,00,00,00,20194,201911,201946,2019,4,11,46,2019,2,13,0,0,0,0,20191113000000,20191113000000.0000000
2019-11-14 00:00:00.000000000,2019-11-14,20191114000000,20191114,2019,04,11,46,2019,03,14,00,00,00,20194,201911,201946,2019,4,11,46,2019,3,14,0,0,0,0,20191114000000,20191114000000.0000000
2019-11-15 00:00:00.000000000,2019-11-15,20191115000000,20191115,2019,04,11,46,2019,04,15,00,00,00,20194,201911,201946,2019,4,11,46,2019,4,15,0,0,0,0,20191115000000,20191115000000.0000000
2019-11-16 00:00:00.000000000,2019-11-16,20191116000000,20191116,2019,04,11,46,2019,05,16,00,00,00,20194,201911,201946,2019,4,11,46,2019,5,16,0,0,0,0,20191116000000,20191116000000.0000000
2019-11-17 00:00:00.000000000,2019-11-17,20191117000000,20191117,2019,04,11,47,2019,06,17,00,00,00,20194,201911,201947,2019,4,11,47,2019,6,17,0,0,0,0,20191117000000,20191117000000.0000000
2019-11-18 00:00:00.000000000,2019-11-18,20191118000000,20191118,2019,04,11,47,2019,00,18,00,00,00,20194,201911,201947,2019,4,11,47,2019,0,18,0,0,0,0,20191118000000,20191118000000.0000000
2019-11-19 00:00:00.000000000,2019-11-19,20191119000000,20191119,2019,04,11,47,2019,01,19,00,00,00,20194,201911,201947,2019,4,11,47,2019,1,19,0,0,0,0,20191119000000,20191119000000.0000000
2019-11-20 00:00:00.000000000,2019-11-20,20191120000000,20191120,2019,04,11,47,2019,02,20,00,00,00,20194,201911,201947,2019,4,11,47,2019,2,20,0,0,0,0,20191120000000,20191120000000.0000000
2019-11-21 00:00:00.000000000,2019-11-21,20191121000000,20191121,2019,04,11,47,2019,03,21,00,00,00,20194,201911,201947,2019,4,11,47,2019,3,21,0,0,0,0,20191121000000,20191121000000.0000000
2019-11-22 00:00:00.000000000,2019-11-22,20191122000000,20191122,2019,04,11,47,2019,04,22,00,00,00,20194,201911,201947,2019,4,11,47,2019,4,22,0,0,0,0,20191122000000,20191122000000.0000000
2019-11-23 00:00:00.000000000,2019-11-23,20191123000000,20191123,2019,04,11,47,2019,05,23,00,00,00,20194,201911,201947,2019,4,11,47,2019,5,23,0,0,0,0,20191123000000,20191123000000.0000000
2019-11-24 00:00:00.000000000,2019-11-24,20191124000000,20191124,2019,04,11,48,2019,06,24,00,00,00,20194,201911,201948,2019,4,11,48,2019,6,24,0,0,0,0,20191124000000,20191124000000.0000000
2019-11-25 00:00:00.000000000,2019-11-25,20191125000000,20191125,2019,04,11,48,2019,00,25,00,00,00,20194,201911,201948,2019,4,11,48,2019,0,25,0,0,0,0,20191125000000,20191125000000.0000000
2019-11-26 00:00:00.000000000,2019-11-26,20191126000000,20191126,2019,04,11,48,2019,01,26,00,00,00,20194,201911,201948,2019,4,11,48,2019,1,26,0,0,0,0,20191126000000,20191126000000.0000000
2019-11-27 00:00:00.000000000,2019-11-27,20191127000000,20191127,2019,04,11,48,2019,02,27,00,00,00,20194,201911,201948,2019,4,11,48,2019,2,27,0,0,0,0,20191127000000,20191127000000.0000000
